work_id	creator_id	creator_role	attribution_status	notes
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0947_le_mystere_de_la_charite_de_jeanne_d_arc	creator_00922	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0949_les_conquerants	creator_00917	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0953_les_voix_du_silence	creator_00917	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0945_paroles	creator_00923	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0955_therese_desqueyroux	creator_00921	author_or_tradition	incumbent_label	""
work_candidate_mandatory_ethiopia_unbound	creator_00924	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_princess_mars	creator_00925	author_or_tradition	incumbent_label	""
work_candidate_bloom_mann_death_venice	creator_00827	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0965_victimes_du_devoir	creator_00926	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0964_amedee_ou_comment_s_en_debarrasser	creator_00926	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0960_becket_ou_l_honneur_de_dieu	creator_00920	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0959_la_repetition	creator_00920	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0969_la_revocation_de_l_edit_de_nantes	creator_00927	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0963_le_lecon	creator_00926	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0970_le_souffleur	creator_00927	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0968_roberte_ce_soir	creator_00927	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0967_thomas_the_obscure	creator_00928	author_or_tradition	incumbent_label	""
work_candidate_bloom_proust_search_lost_time	creator_00929	author_or_tradition	incumbent_label	""
work_candidate_global_lit_maurice	creator_00908	author_or_tradition	incumbent_label	""
work_candidate_bloom_bely_petersburg	creator_00930	author_or_tradition	incumbent_label	""
work_candidate_wave003_queneau_exercises_style	creator_00931	author_or_tradition	incumbent_label	""
work_candidate_audit_replacement_sons_and_lovers	creator_00932	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_custom_country	creator_00874	author_or_tradition	incumbent_label	""
work_candidate_me_lit_zaynab	creator_00933	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0976_ci_git_precede_de_la_culture_indienne	creator_00934	author_or_tradition	incumbent_label	""
work_candidate_wave003_ponge_things	creator_00935	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0971_le_baphomet	creator_00927	author_or_tradition	incumbent_label	""
work_candidate_wave003_colette_cheri	creator_00880	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0972_locus_solus	creator_00936	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0974_the_umbilicus_of_limbo	creator_00934	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0978_tristes_tropiques	creator_00937	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0975_van_gogh_le_suicide_de_la_societe	creator_00934	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_dubliners	creator_00938	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0991_four_novels_by_marguerite_duras	creator_00939	author_or_tradition	incumbent_label	""
work_candidate_kokoro_natsume_soseki	creator_00871	author_or_tradition	incumbent_label	""
work_candidate_wave003_cendrars_transsiberian	creator_00940	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_niebla	creator_00849	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_tender_buttons	creator_00903	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_keeper_sheep	creator_00907	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0994_dix_heures_et_demie_du_soir_en_ete	creator_00939	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0996_fable	creator_00941	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0995_l_apres_midi_de_m_andesmas	creator_00939	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0987_l_herbe	creator_00942	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0985_l_usage_de_la_parole	creator_00943	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0989_la_route_des_flandres	creator_00942	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0986_le_planetarium	creator_00943	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0992_le_square	creator_00939	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0988_le_vent_tentative_de_restitution_d_un_retable_ba	creator_00942	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0993_moderato_cantabile	creator_00939	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0984_projet_pour_une_revolution_a_new_york	creator_00944	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_good_soldier	creator_00945	author_or_tradition	incumbent_label	""
work_candidate_metamorphosis_kafka	creator_00946	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_cloud_trousers	creator_00947	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_herland	creator_00794	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_spoon_river	creator_00948	author_or_tradition	incumbent_label	""
work_candidate_africa_lit_blinkards	creator_00949	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_cantos	creator_00950	author_or_tradition	incumbent_label	""
work_candidate_bloom_lawrence_rainbow	creator_00932	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_policarpo_quaresma	creator_00951	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_thirty_nine_steps	creator_00952	author_or_tradition	incumbent_label	""
work_candidate_global_lit_underdogs_azuela	creator_00953	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0998_cette_voix	creator_00941	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1000_friday	creator_00954	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1001_le_coup_de_grace	creator_00955	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0997_le_libera	creator_00941	author_or_tradition	incumbent_label	""
work_candidate_wave003_auden_another_time	creator_00956	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0999_the_ogre	creator_00954	author_or_tradition	incumbent_label	""
work_candidate_wave003_mansfield_garden_party	creator_00957	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1008_the_tower	creator_00958	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1005_the_wind_among_the_reeds	creator_00958	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1009_the_winding_stair	creator_00958	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1003_transparence_of_the_world_poems	creator_00959	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_1004_words_in_stone	creator_00960	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_portrait_artist	creator_00938	author_or_tradition	incumbent_label	""
work_candidate_global_lit_home_and_world	creator_00846	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_growth_soil	creator_00783	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_prufrock	creator_00961	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_heartless	creator_00962	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_my_antonia	creator_00963	author_or_tradition	incumbent_label	""
work_candidate_selected_poems_cesar_vallejo	creator_00964	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_twelve_blok	creator_00965	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_winesburg_ohio	creator_00966	author_or_tradition	incumbent_label	""
work_candidate_wave004_robert_walser_jakob_von_gunten	creator_00967	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_los_heraldos_negros	creator_00964	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_raza_bronce	creator_00968	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_sevasadan	creator_00969	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_age_of_innocence	creator_00874	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_voyage_arcturus	creator_00970	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_ion_rebreanu	creator_00971	author_or_tradition	incumbent_label	""
work_candidate_kristin_lavransdatter	creator_00972	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_main_street	creator_00973	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_rur	creator_00974	author_or_tradition	incumbent_label	""
work_candidate_audit_replacement_women_in_love	creator_00932	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_doctor_dolittle	creator_00975	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_six_characters	creator_00822	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_good_soldier_svejk	creator_00976	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_dark_nights_passing	creator_00977	author_or_tradition	incumbent_label	""
work_candidate_global_lit_american_indian_stories	creator_00830	author_or_tradition	incumbent_label	""
work_candidate_true_story_of_ah_q	creator_00978	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_we_zamyatin	creator_00979	author_or_tradition	incumbent_label	""
work_candidate_waste_land_eliot	creator_00961	author_or_tradition	incumbent_label	""
work_candidate_global_lit_trilce	creator_00964	author_or_tradition	incumbent_label	""
work_canon_ulysses	creator_00938	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_babbitt	creator_00973	author_or_tradition	incumbent_label	""
work_candidate_global_lit_desolation_mistral	creator_00980	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_forest_hanged	creator_00971	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_pirandello_henry_iv	creator_00822	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_pauliceia	creator_00981	author_or_tradition	incumbent_label	""
work_candidate_global_lit_sitti_nurbaya	creator_00982	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_sonnets_to_orpheus	creator_00912	author_or_tradition	incumbent_label	""
work_candidate_wave002_stevens_harmonium	creator_00983	author_or_tradition	incumbent_label	""
work_candidate_wave002_cummings_tulips_chimneys	creator_00984	author_or_tradition	incumbent_label	""
work_candidate_wave004_adalbert_stifter_rock_crystal	creator_00985	author_or_tradition	incumbent_label	""
work_candidate_global_lit_call_to_arms_lu_xun	creator_00978	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_cane	creator_00986	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_rilke_duino_elegies	creator_00912	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_conscience_zeno	creator_00813	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_new_land_kolas	creator_00987	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_spring_and_all	creator_00988	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_crepusculario	creator_00989	author_or_tradition	incumbent_label	""
work_candidate_mandatory_gibran_prophet	creator_00990	author_or_tradition	incumbent_label	""
work_candidate_bloom_mann_magic_mountain	creator_00827	author_or_tradition	incumbent_label	""
work_candidate_audit_replacement_a_passage_to_india	creator_00908	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_juno_paycock	creator_00991	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_naomi	creator_00992	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_parades_end	creator_00945	author_or_tradition	incumbent_label	""
work_candidate_wave005_iqbal_bang_e_dara	creator_00993	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_rangbhoomi	creator_00969	author_or_tradition	incumbent_label	""
work_candidate_wave002_moore_observations	creator_00994	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_vortex	creator_00995	author_or_tradition	incumbent_label	""
work_candidate_bloom_neruda_twenty_love_poems	creator_00989	author_or_tradition	incumbent_label	""
work_candidate_bloom_woolf_mrs_dalloway	creator_00996	author_or_tradition	incumbent_label	""
work_canon_trial_kafka	creator_00946	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_an_american_tragedy	creator_00823	author_or_tradition	incumbent_label	""
work_candidate_chaka_mofolo	creator_00997	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_in_our_time	creator_00998	author_or_tradition	incumbent_label	""
work_candidate_audit_backfill_manhattan_transfer	creator_00999	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_ossi_di_seppia	creator_00833	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_pau_brasil	creator_01000	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_potato	creator_01001	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_counterfeiters	creator_00883	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_great_gatsby	creator_01002	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_master_hestviken	creator_00972	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_professors_house	creator_00963	author_or_tradition	incumbent_label	""
work_candidate_mandatory_heart_of_dog	creator_01003	author_or_tradition	incumbent_label	""
work_candidate_indig_lit_crashing_thunder	creator_01004	author_or_tradition	incumbent_label	""
work_candidate_me_lit_days_gone_by	creator_01005	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_red_cavalry	creator_01006	author_or_tradition	incumbent_label	""
work_candidate_bloom_kafka_castle	creator_00946	author_or_tradition	incumbent_label	""
work_candidate_me_lit_days_taha_hussein	creator_01007	author_or_tradition	incumbent_label	""
work_candidate_scale5_lit_murder_roger_ackroyd	creator_01008	author_or_tradition	incumbent_label	""
work_candidate_bloom_hemingway_sun_rises	creator_00998	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_truth_justice	creator_01009	author_or_tradition	incumbent_label	""
work_candidate_scale5_lit_winnie_the_pooh	creator_01010	author_or_tradition	incumbent_label	""
work_candidate_to_the_lighthouse	creator_00996	author_or_tradition	incumbent_label	""
work_candidate_wave004_erich_maria_remarque_all_quiet_on_the_western_front	creator_01011	author_or_tradition	incumbent_label	""
work_candidate_scale4_lit_cogewea	creator_01012	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_envy	creator_01013	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_nirmala	creator_00969	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_steppenwolf	creator_01014	author_or_tradition	incumbent_label	""
work_candidate_scale4_lit_conscript_hailu	creator_01015	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_wild_grass	creator_00978	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_gypsy_ballads	creator_01016	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_home_to_harlem	creator_01017	author_or_tradition	incumbent_label	""
work_candidate_macunaima	creator_00981	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_quicksand	creator_01018	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_some_prefer_nettles	creator_00992	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_call_cthulhu	creator_01019	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_city_pidmohylny	creator_01020	author_or_tradition	incumbent_label	""
work_candidate_master_and_margarita	creator_01003	author_or_tradition	incumbent_label	""
work_candidate_audit_backfill_the_silent_don	creator_01021	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_threepenny_opera	creator_01022	author_or_tradition	incumbent_label	""
work_candidate_mandatory_lady_chatterley	creator_00932	author_or_tradition	incumbent_label	""
work_canon_room_of_ones_own	creator_00996	author_or_tradition	incumbent_label	""
work_candidate_bloom_faulkner_sound_fury	creator_01023	author_or_tradition	incumbent_label	""
work_candidate_bloom_hemingway_farewell_arms	creator_00998	author_or_tradition	incumbent_label	""
work_candidate_bloom_doblin_berlin_alexanderplatz	creator_01024	author_or_tradition	incumbent_label	""
work_candidate_global_lit_dona_barbara	creator_01025	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_passing	creator_01018	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_sesher_kabita	creator_00846	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_glembays	creator_01026	author_or_tradition	incumbent_label	""
work_candidate_mandatory_pather_panchali	creator_01027	author_or_tradition	incumbent_label	""
work_candidate_mandatory_les_enfants_terribles	creator_01028	author_or_tradition	incumbent_label	""
work_candidate_bloom_faulkner_as_i_lay_dying	creator_01023	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_ash_wednesday	creator_00961	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_last_first_men	creator_01029	author_or_tradition	incumbent_label	""
work_candidate_scale3_lit_mhudi	creator_01030	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_bridge	creator_01031	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_the_fifteen	creator_01032	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_foundation_pit	creator_01033	author_or_tradition	incumbent_label	""
work_candidate_scale5_lit_maltese_falcon	creator_01034	author_or_tradition	incumbent_label	""
work_candidate_bloom_musil_man_without_qualities	creator_00881	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_usa_trilogy	creator_00999	author_or_tradition	incumbent_label	""
work_candidate_global_lit_altazor	creator_01035	author_or_tradition	incumbent_label	""
work_candidate_global_lit_family_ba_jin	creator_01036	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_gaban	creator_00969	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_matira_manisha	creator_01037	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_san_manuel_bueno_martir	creator_00849	author_or_tradition	incumbent_label	""
work_candidate_global_lit_songoro_cosongo	creator_01038	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_bridal_canopy	creator_01039	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_sleepwalkers_broch	creator_01040	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_waves	creator_00996	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_three_generations	creator_01041	author_or_tradition	incumbent_label	""
work_candidate_mandatory_buck_good_earth	creator_01042	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_radetzky_march	creator_01043	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_angarey	creator_01044	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_aparajito	creator_01027	author_or_tradition	incumbent_label	""
work_candidate_indig_lit_black_elk_speaks	creator_01045	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_brave_new_world	creator_01046	author_or_tradition	incumbent_label	""
work_candidate_bloom_celine_journey	creator_01047	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_light_august	creator_01023	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_sunset_song	creator_01048	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_philip_latinowicz	creator_01026	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_conan	creator_01049	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_blood_wedding	creator_01016	author_or_tradition	incumbent_label	""
work_candidate_wave002_mckay_harlem_shadows	creator_01017	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_cheese	creator_01050	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_chomana_dudi	creator_01051	author_or_tradition	incumbent_label	""
work_candidate_indig_lit_coyote_stories_mourning_dove	creator_01012	author_or_tradition	incumbent_label	""
work_candidate_wave004_arthur_schnitzler_dream_story	creator_01052	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_midnight_mao_dun	creator_01053	author_or_tradition	incumbent_label	""
work_candidate_audit_backfill_miss_lonelyhearts	creator_01054	author_or_tradition	incumbent_label	""
work_candidate_residence_on_earth_neruda	creator_00989	author_or_tradition	incumbent_label	""
work_candidate_me_lit_return_spirit	creator_01055	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_serafim_ponte	creator_01000	author_or_tradition	incumbent_label	""
work_candidate_me_lit_people_cave	creator_01055	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_033_literature_bloom_chaotic_age_reviewed_0909_la_machine_infernale	creator_01028	author_or_tradition	incumbent_label	""
work_candidate_global_lit_border_town	creator_01056	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_burmese_days	creator_01057	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_huasipungo	creator_01058	author_or_tradition	incumbent_label	""
work_candidate_independent_people_laxness	creator_01059	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_mary_poppins	creator_01060	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_seven_gothic	creator_01061	author_or_tradition	incumbent_label	""
work_candidate_scale4_lit_shaihu_umar	creator_01062	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_smritichitre	creator_01063	author_or_tradition	incumbent_label	""
work_candidate_scale4_lit_sundown	creator_01064	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_tender_night	creator_01002	author_or_tradition	incumbent_label	""
work_candidate_global_lit_house_of_mist	creator_01065	author_or_tradition	incumbent_label	""
work_candidate_street_of_crocodiles	creator_01066	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_veyi_padagalu	creator_01067	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_voyage_dark	creator_01068	author_or_tradition	incumbent_label	""
work_candidate_wave004_buero_vallejo_story_of_a_stairway	creator_01069	author_or_tradition	incumbent_label	""
work_candidate_wave005_sarat_chandra_srikanta	creator_01070	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_nine_tailors	creator_01071	author_or_tradition	incumbent_label	""
work_candidate_mandatory_mensagem	creator_00907	author_or_tradition	incumbent_label	""
work_candidate_mandatory_thunderstorm_cao_yu	creator_01072	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_auto_da_fe	creator_01073	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_gaudy_night	creator_01071	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_madhushala	creator_01074	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_mother_and_guest	creator_01075	author_or_tradition	incumbent_label	""
work_candidate_wave003_bowen_death_heart	creator_01076	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_satan_goray	creator_01077	author_or_tradition	incumbent_label	""
work_candidate_snow_country_kawabata	creator_01078	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_swami_and_friends	creator_01079	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_field_life_death	creator_01080	author_or_tradition	incumbent_label	""
work_candidate_me_lit_zabel_silihdar	creator_00916	author_or_tradition	incumbent_label	""
work_candidate_untouchable_mulk_raj_anand	creator_01081	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_house_bernarda_alba	creator_01016	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_absalom_absalom	creator_01023	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_anguish_ramos	creator_01082	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_mountains_madness	creator_01019	author_or_tradition	incumbent_label	""
work_candidate_global_lit_dumb_luck	creator_01083	author_or_tradition	incumbent_label	""
work_candidate_godaan_premchand	creator_00969	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_muna_madan	creator_01084	author_or_tradition	incumbent_label	""
work_candidate_audit_backfill_nightwood	creator_01085	author_or_tradition	incumbent_label	""
work_candidate_global_lit_padma_nadir_majhi	creator_01086	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_putul_nacher_itikatha	creator_01086	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_shaman_sorceress	creator_01087	author_or_tradition	incumbent_label	""
work_candidate_scale4_lit_surrounded	creator_01088	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_war_with_newts	creator_00974	author_or_tradition	incumbent_label	""
work_candidate_global_lit_wings_yi_sang	creator_01089	author_or_tradition	incumbent_label	""
work_candidate_their_eyes_were_watching_god	creator_01090	author_or_tradition	incumbent_label	""
work_candidate_me_lit_ali_nino	creator_01091	author_or_tradition	incumbent_label	""
work_candidate_global_lit_captains_sand	creator_01092	author_or_tradition	incumbent_label	""
work_candidate_ferdydurke	creator_01093	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_journey_moonlight	creator_01094	author_or_tradition	incumbent_label	""
work_candidate_scale4_lit_magana_jari_ce	creator_01095	author_or_tradition	incumbent_label	""
work_candidate_global_lit_rickshaw_boy	creator_01096	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_sanatorium_hourglass	creator_01066	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_star_maker	creator_01029	author_or_tradition	incumbent_label	""
work_candidate_blind_owl_hedayat	creator_01097	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_hobbit	creator_01098	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_world_light	creator_01059	author_or_tradition	incumbent_label	""
work_candidate_mandatory_steinbeck_of_mice_men	creator_01099	author_or_tradition	incumbent_label	""
work_candidate_mandatory_behind_the_painting	creator_01100	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_alamut	creator_01101	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_barren_lives	creator_01082	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_kanthapura	creator_01102	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_life_galileo	creator_01022	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_nausea	creator_00906	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_edge_reason	creator_01026	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_our_town	creator_01103	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_peace_under_heaven	creator_01104	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_tala	creator_00980	author_or_tradition	incumbent_label	""
work_candidate_forest_of_thousand_demons	creator_01105	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_shrouded_woman	creator_01065	author_or_tradition	incumbent_label	""
work_candidate_indig_lit_son_old_man_hat	creator_01106	author_or_tradition	incumbent_label	""
work_candidate_wave005_xunzi	creator_01107	author_or_tradition	incumbent_label	""
work_candidate_mandatory_rebecca_du_maurier	creator_01108	author_or_tradition	incumbent_label	""
